review_title,hotel_name,avg_rating,nationality,rating,review_text,year,month,season,residence_type,trip_type,traveller_type,stay_length,label
Very nice surprise,Les Tanneurs,8.3,United Kingdom,9.0,"The location wasn't nicest but ok, literally a 2 min walk to town, the sauna in the room was standing room only so a bit pointless.,

This hotel is so nice. The bed was amazing, the whole place looks really good (my girlfriend got jealous when I showed the the pictures so we have to got there together now). Reasonably priced.",2019,September,Autumn,double,leisure trip,group,1,1
Excellent hotel,Hotel Melba,8.8,United Kingdom,10.0,"Perfect location, high standards, comfortable, and friendly staff.",2019,June,Summer,suite,leisure trip,people with friends,2,1
Exceptional,Atrium,9.7,United Kingdom,10.0,The bed was so comfortable and the terraces were beautiful,2019,July,Summer,apartment,leisure trip,couple,1,1
Good,ibis Hotel Brussels Airport,7.1,Ukraine,7.0,just to warn other travellers.. when you book the hotel pay attention to the name of airport you are arriving to/ departing from) there are 2 of them in Brussels... and really far from each other) so dont make the same mistake I did)) mixing the airports and than travelling for almost 3 hours to the hotel)),2019,November,Autumn,double,leisure trip,solo traveller,1,0
Exceptional,Apartments Breydelhof,8.7,Netherlands,9.6,There are no comments available for this review,2019,July,Summer,studio,leisure trip,couple,2,1
Very good,Le Jardin du bord de Meuse,7.7,Belgium,8.0,There are no comments available for this review,2020,July,Summer,double,leisure trip,couple,1,1
Good,Aloft Brussels Schuman,8.8,United Kingdom,7.5,"Nothing ,

Was upgraded to a bigger room as mine wasn’t ready. Very nice surprise. The room was really big and very clean. Staff are very nice and helpful. Great location. I’d stay there again without question",2019,January,Winter,other,leisure trip,solo traveller,2,1
Exceptional,Loft Aan Het Water,9.1,United Kingdom,10.0,"All good,

Chilled and stylish",2019,May,Spring,double,leisure trip,solo traveller,1,1
Good,Hotel Elisabeth,8.2,Malta,7.1,There are no comments available for this review,2019,July,Summer,other,business trip,couple,3,1
excellent host and place.,B&B Pand19,9.4,United Kingdom,9.2,"nothing to improve,

A beautiful place, huge in size with great fixtures and fittings and a very helpful host.",2019,September,Autumn,suite,leisure trip,solo traveller,1,1
Very good hostel!,Hostel Bruegel,8.4,Brazil,8.3,There are no comments available for this review,2019,September,Autumn,dormitory,leisure trip,solo traveller,2,1
Superb,Relais de L'Empereur,8.8,United Kingdom,9.0,There are no comments available for this review,2020,January,Winter,double,business trip,solo traveller,1,1
Good,Thon Hotel Brussels City Centre,8.3,Germany,7.1,"Location is great, the game room they had was amazing.
The staff were also friendly and helpful.",2020,March,Spring,double,leisure trip,couple,2,1
Simply great!!!,B&B Ter Vesten,9.0,United Kingdom,10.0,"Magda as always was a fantastic host. Everything was as we expected, super clean with a superb breakfast spread.Nothing is to much trouble & it is our go to place when staying in or around Ypres.",2018,October,Autumn,double,leisure trip,couple,2,1
Exceptional,B&B De Rentmeesterhoeve,9.6,United Kingdom,10.0,There are no comments available for this review,2019,July,Summer,family_room,leisure trip,couple,2,1
Good,Hotel Eden Ardenne,7.8,Netherlands,7.1,There are no comments available for this review,2019,June,Summer,double,leisure trip,couple,1,1
Perfect location for everything,Warwick Brussels - Grand Place,8.2,United Kingdom,9.6,"Minor detail. No poached eggs or Prosecco at breakfast (you are on holiday),

The location of the hotel and the secure parking",2018,December,Winter,other,leisure trip,couple,2,1
Very good,Hotel De Secretaris,8.9,Belgium,8.0,There are no comments available for this review,2020,June,Summer,double,business trip,couple,1,1
Very good,nhow Brussels Bloom,8.3,Belgium,8.3,"it was extremly cold in the room when I arrived there. I tried to put the ventilation on 30 degrees, but did not help much. Impossible to connect to wifi. The login and password that I got at reception were not compatible with the NH Hotels screen that I was supposed to fill in.",2018,December,Winter,double,business trip,solo traveller,1,1
Very nice place to stay,Motel One Brussels,8.9,China,9.2,"Main issue was the desk was not close to an electric outlet, so inconvenient if you need to use computer. Also could have used coffee machine or tea kettle in room,

Very nice and clean hotel. Bed was very comfortable for me. Decent location, not too far from Grand Place",2019,July,Summer,double,leisure trip,solo traveller,3,1
Superb,NH Brussels EU Berlaymont,8.5,United Kingdom,9.0,There are no comments available for this review,2020,October,Autumn,single,business trip,solo traveller,1,1
Superb,Hostel Bruegel,8.4,Turkey,9.2,There are no comments available for this review,2019,September,Autumn,double,leisure trip,couple,1,1
Exceptional,Hotel Minsk,8.6,Russia,9.6,There are no comments available for this review,2018,November,Autumn,suite,business trip,solo traveller,2,1
Good,Beijing Hotel Minsk,8.9,Indonesia,7.5,There are no comments available for this review,2018,September,Autumn,double,business trip,solo traveller,4,1
Good,Marivaux Hotel,8.5,Malta,7.1,There are no comments available for this review,2019,February,Winter,double,business trip,solo traveller,2,1
Lovely time had by all,Guesthouse Orchid,8.8,United Kingdom,10.0,"It was a perfect base, lovely shower and room perfect,

Great coffee machine room was lobely",2019,October,Autumn,other,leisure trip,couple,3,1
good quality for its price,Hotel Moby Dick by WP hotels,8.2,Belgium,8.0,breakfast was very good.,2020,January,Winter,twin,leisure trip,couple,1,1
Okay,pentahotel Leuven,8.4,Netherlands,8.0,"Free Wifi disconnects, needs full login everytime.Can be more user friendly.,

Fast Check in check out",2020,November,Autumn,single,business trip,solo traveller,4,1
Good,Hotel Biskajer Adults Only,8.3,United Kingdom,7.1,"V tired hotel needs a re-vamp as does the staff,

Great location",2019,October,Autumn,double,business trip,couple,1,1
"If you want to be close to the Van Gogh Museum, this is the hotel to stay!!",NH Brussels EU Berlaymont,8.5,United Arab Emirates,8.3,"I didn't like that you need to ring a bell to have the door opened for you even arriving relatively early in the evening. Sometimes the front desk girl is busy doing another thing and you need to wait out in the cold until she decides to pay attention to you and open the door. I think that a mechanism where you use your room key to open the door might not be difficult to implement.,

I selected the hotel based on the location, close to museums. It was excellent!! The two main museums are at short walk distance. There are good places to have good and cheaper breakfast nearbuy, just a few blocks from the museums.",2019,May,Spring,double,leisure trip,group,2,1
"Great stay! Spacious and comfortable rooms, no lobby",Hotel Satellite,8.7,Netherlands,9.0,"The only thing that wasn't great was the fact that there's no common space. This means you have breakfast in your room (and the breakfast was very minimal) and you can't sit in a lobby for a coffee or something.,

The hotel was actually better than we expected! The rooms were very spacious, quite and comfortable. The staff was friendly and the location was convenient.",2019,November,Autumn,double,business trip,group,1,1
Exceptional,DOMITYS L'Ecrin Vert,9.0,Germany,10.0,"Everything was really ok. The advantage for me is that it is situated right at the end of the motorway, so that I can avoid traffic jams. It has a garage, and the Metro station is just some minutes walk away.",2019,March,Spring,apartment,business trip,couple,3,1
Superb,Snuffel Hostel,8.8,Chile,9.0,There are no comments available for this review,2020,February,Winter,dormitory,leisure trip,couple,2,1
Quiet and fair,Hotel Made In Louise,9.2,Italy,8.8,"Room a little small,

The quiet place, the position, the cleaness, the breakfast",2018,September,Autumn,single,business trip,solo traveller,1,1
Superb,Hotel Monasterium PoortAckere,8.3,France,9.0,There are no comments available for this review,2019,November,Autumn,other,business trip,group,2,1
Very poor,Hotel Class'eco Liège,6.3,Sweden,2.5,"Hygiene ,

Literally nothing !",2019,February,Winter,dormitory,leisure trip,people with friends,1,0
Passable,Victoria & SPA Minsk,8.6,Russia,5.0,"Too expensive breakfasts and not so fantastic 
Terrible synthetic pillows
No teapot and I event dot talk about complimentary water which is usual for 4* hotels 
,

Location is ok 
Room is spacey 
Good shower",2018,August,Summer,single,business trip,solo traveller,1,0
Overall an excellent stay.,Hotel Bourgoensch Hof,8.4,Ireland,10.0,"I would have liked a window with a view.,

The room was spotless clean, we didn't really have any natural light in the room. Our friends had a room with a view which was lovely. Our room was very good value and we were put all day. I would chose a room with a view if I was back in Bruges. The location couldn't be better.",2019,January,Winter,other,leisure trip,couple,3,1
A great hotel,Motel One Brussels,8.9,United Kingdom,9.6,"Not much; no safety box or kettle in room.,

A very nice, comfortable hotel in a good location, near to the centre and only a few minutes walk from central station. Rooms were very clean and modern and the lounge was a great to relax in. Breakfast was excellent with high quality, organic produce. All the staff were very welcoming, helpful and friendly. I was able to check in to the room earlier than expected, which was really appreciated and the lady in reception (I think Sandrine was her name) was very helpful in giving information on transport and directions to nearby places etc. When I needed to cancel one of the days, Tammy was very helpful in sorting it out. Would highly recommend this hotel and will come again during next visit to Brussels.",2019,July,Summer,double,leisure trip,solo traveller,2,1
Good hotel,Logis Hostellerie De La Claire Fontaine,7.7,Spain,7.0,"The rooms were a bit small ,

The bathroom
The crowd
The storage room for our bike
The dinner",2021,June,Summer,double,business trip,people with friends,1,0
Good,Alpha Hotel,6.6,Poland,7.0,"In my room, I don't have wifi connection. It was the biggest disadvantage, the second one room was placed at the end of the very, very long corridor when I reached the end I was a little bit tired :P Elevator is a little bit frightening,

Great localization, it was really close to the sea, shops, restaurants. Check-in and check-out process was fast and without any problem, the staff is professional. From my window, I can go to something like fire escape stairs which was really awesome, this is the biggest advantage of this place.",2019,October,Autumn,double,leisure trip,group,1,0
